GERMPLASM,LOCATION,RANGE,ROW,RANGEROW,LOCAL_ROW,LOCAL_RANGE,PLOT,YIELD
LINE058,LOCATION4,6,100,6100,15,3,81,732
LINE032,LOCATION4,7,100,7100,15,4,118,673
LINE181,LOCATION4,8,100,8100,15,5,147,820
LINE140,LOCATION4,9,100,9100,15,6,184,726
LINE221,LOCATION4,10,100,10100,15,7,213,549
LINE021,LOCATION4,11,100,11100,15,8,250,689
LINE157,LOCATION4,12,100,12100,15,9,279,1060
CHECK02,LOCATION4,13,100,13100,15,10,316,1732
LINE125,LOCATION4,4,101,4101,16,1,16,754
LINE292,LOCATION4,5,101,5101,16,2,51,608
LINE187,LOCATION4,6,101,6101,16,3,82,660
CHECK04,LOCATION4,7,101,7101,16,4,117,787
LINE154,LOCATION4,8,101,8101,16,5,148,725
LINE036,LOCATION4,9,101,9101,16,6,183,882
LINE231,LOCATION4,10,101,10101,16,7,214,848
LINE290,LOCATION4,11,101,11101,16,8,249,922
LINE043,LOCATION4,12,101,12101,16,9,280,710
LINE264,LOCATION4,13,101,13101,16,10,315,761
LINE069,LOCATION4,4,102,4102,17,1,17,729
LINE188,LOCATION4,5,102,5102,17,2,50,797
LINE158,LOCATION4,6,102,6102,17,3,83,851
LINE138,LOCATION4,7,102,7102,17,4,116,738
LINE196,LOCATION4,8,102,8102,17,5,149,774
LINE210,LOCATION4,9,102,9102,17,6,182,669
LINE044,LOCATION4,10,102,10102,17,7,215,529
LINE259,LOCATION4,11,102,11102,17,8,248,557
CHECK04,LOCATION4,12,102,12102,17,9,281,924
LINE107,LOCATION4,13,102,13102,17,10,314,740
LINE134,LOCATION4,4,103,4103,18,1,18,567
LINE248,LOCATION4,5,103,5103,18,2,49,690
CHECK01,LOCATION4,6,103,6103,18,3,84,889
LINE016,LOCATION4,7,103,7103,18,4,115,467
LINE116,LOCATION4,8,103,8103,18,5,150,592
LINE238,LOCATION4,9,103,9103,18,6,181,879
LINE047,LOCATION4,10,103,10103,18,7,216,890
LINE217,LOCATION4,11,103,11103,18,8,247,523
LINE256,LOCATION4,12,103,12103,18,9,282,908
LINE114,LOCATION4,13,103,13103,18,10,313,724
LINE035,LOCATION4,4,104,4104,19,1,19,1034
LINE253,LOCATION4,5,104,5104,19,2,48,1201
LINE077,LOCATION4,6,104,6104,19,3,85,739
LINE226,LOCATION4,7,104,7104,19,4,114,680
LINE007,LOCATION4,8,104,8104,19,5,151,605
LINE060,LOCATION4,9,104,9104,19,6,180,1101
LINE164,LOCATION4,10,104,10104,19,7,217,979
CHECK01,LOCATION4,11,104,11104,19,8,246,982
LINE087,LOCATION4,12,104,12104,19,9,283,829
LINE300,LOCATION4,13,104,13104,19,10,312,839
LINE198,LOCATION4,4,105,4105,20,1,20,825
CHECK03,LOCATION4,5,105,5105,20,2,47,1561
LINE003,LOCATION4,6,105,6105,20,3,86,687
LINE080,LOCATION4,7,105,7105,20,4,113,890
LINE071,LOCATION4,8,105,8105,20,5,152,1074
LINE103,LOCATION4,9,105,9105,20,6,179,933
LINE224,LOCATION4,10,105,10105,20,7,218,694
LINE278,LOCATION4,11,105,11105,20,8,245,
LINE203,LOCATION4,12,105,12105,20,9,284,745
LINE073,LOCATION4,13,105,13105,20,10,311,802
LINE088,LOCATION4,4,106,4106,21,1,21,604
LINE235,LOCATION4,5,106,5106,21,2,46,871
LINE289,LOCATION4,6,106,6106,21,3,87,977
LINE019,LOCATION4,7,106,7106,21,4,112,1064
LINE299,LOCATION4,8,106,8106,21,5,153,856
LINE132,LOCATION4,9,106,9106,21,6,178,835
CHECK04,LOCATION4,10,106,10106,21,7,219,1082
LINE137,LOCATION4,11,106,11106,21,8,244,836
LINE291,LOCATION4,12,106,12106,21,9,285,1104
LINE139,LOCATION4,13,106,13106,21,10,310,1045
LINE093,LOCATION4,4,107,4107,22,1,22,517
LINE136,LOCATION4,5,107,5107,22,2,45,908
LINE106,LOCATION4,6,107,6107,22,3,88,663
LINE015,LOCATION4,7,107,7107,22,4,111,480
LINE118,LOCATION4,8,107,8107,22,5,154,1032
LINE068,LOCATION4,9,107,9107,22,6,177,716
LINE074,LOCATION4,10,107,10107,22,7,220,889
LINE050,LOCATION4,11,107,11107,22,8,243,640
LINE281,LOCATION4,12,107,12107,22,9,286,916
LINE167,LOCATION4,13,107,13107,22,10,309,766
LINE209,LOCATION4,4,108,4108,23,1,23,492
LINE273,LOCATION4,5,108,5108,23,2,44,569
LINE263,LOCATION4,6,108,6108,23,3,89,844
LINE038,LOCATION4,7,108,7108,23,4,110,820
LINE133,LOCATION4,8,108,8108,23,5,155,676
CHECK03,LOCATION4,9,108,9108,23,6,176,1456
LINE041,LOCATION4,10,108,10108,23,7,221,1069
LINE009,LOCATION4,11,108,11108,23,8,242,863
LINE059,LOCATION4,12,108,12108,23,9,287,725
LINE166,LOCATION4,13,108,13108,23,10,308,608
LINE215,LOCATION4,4,109,4109,24,1,24,717
LINE090,LOCATION4,5,109,5109,24,2,43,841
LINE160,LOCATION4,6,109,6109,24,3,90,684
LINE101,LOCATION4,7,109,7109,24,4,109,653
LINE162,LOCATION4,8,109,8109,24,5,156,641
LINE122,LOCATION4,9,109,9109,24,6,175,868
LINE190,LOCATION4,10,109,10109,24,7,222,932
LINE265,LOCATION4,11,109,11109,24,8,241,548
LINE124,LOCATION4,12,109,12109,24,9,288,573
LINE207,LOCATION4,13,109,13109,24,10,307,700
LINE011,LOCATION4,4,110,4110,25,1,25,745
LINE244,LOCATION4,5,110,5110,25,2,42,662
LINE249,LOCATION4,6,110,6110,25,3,91,591
LINE018,LOCATION4,7,110,7110,25,4,108,1049
CHECK01,LOCATION4,8,110,8110,25,5,157,982
LINE010,LOCATION4,9,110,9110,25,6,174,989
LINE285,LOCATION4,10,110,10110,25,7,223,884
LINE083,LOCATION4,11,110,11110,25,8,240,731
LINE165,LOCATION4,12,110,12110,25,9,289,632
LINE189,LOCATION4,13,110,13110,25,10,306,609
LINE294,LOCATION4,4,111,4111,26,1,26,891
LINE112,LOCATION4,5,111,5111,26,2,41,1025
LINE099,LOCATION4,6,111,6111,26,3,92,780
LINE237,LOCATION4,7,111,7111,26,4,107,729
LINE293,LOCATION4,8,111,8111,26,5,158,743
LINE104,LOCATION4,9,111,9111,26,6,173,744
LINE267,LOCATION4,10,111,10111,26,7,224,686
LINE108,LOCATION4,11,111,11111,26,8,239,906
LINE126,LOCATION4,12,111,12111,26,9,290,829
CHECK01,LOCATION4,13,111,13111,26,10,305,901
LINE202,LOCATION4,4,112,4112,27,1,27,861
LINE014,LOCATION4,5,112,5112,27,2,40,747
LINE205,LOCATION4,6,112,6112,27,3,93,651
CHECK02,LOCATION4,7,112,7112,27,4,106,1938
LINE045,LOCATION4,8,112,8112,27,5,159,1072
LINE141,LOCATION4,9,112,9112,27,6,172,1028
LINE109,LOCATION4,10,112,10112,27,7,225,921
LINE225,LOCATION4,11,112,11112,27,8,238,752
LINE062,LOCATION4,12,112,12112,27,9,291,1037
LINE245,LOCATION4,13,112,13112,27,10,304,865
LINE098,LOCATION4,4,113,4113,28,1,28,459
LINE193,LOCATION4,5,113,5113,28,2,39,922
LINE153,LOCATION4,6,113,6113,28,3,94,820
LINE105,LOCATION4,7,113,7113,28,4,105,857
LINE282,LOCATION4,8,113,8113,28,5,160,688
LINE252,LOCATION4,9,113,9113,28,6,171,1122
LINE240,LOCATION4,10,113,10113,28,7,226,790
LINE234,LOCATION4,11,113,11113,28,8,237,767
CHECK02,LOCATION4,12,113,12113,28,9,292,1370
LINE026,LOCATION4,13,113,13113,28,10,303,982
LINE170,LOCATION4,4,114,4114,29,1,29,656
LINE063,LOCATION4,5,114,5114,29,2,38,763
CHECK04,LOCATION4,6,114,6114,29,3,95,831
LINE270,LOCATION4,7,114,7114,29,4,104,761
LINE092,LOCATION4,8,114,8114,29,5,161,562
LINE147,LOCATION4,9,114,9114,29,6,170,735
CHECK04,LOCATION4,10,114,10114,29,7,227,952
LINE135,LOCATION4,11,114,11114,29,8,236,710
LINE236,LOCATION4,12,114,12114,29,9,293,906
LINE163,LOCATION4,13,114,13114,29,10,302,914
LINE039,LOCATION4,4,115,4115,30,1,30,833
LINE145,LOCATION4,5,115,5115,30,2,37,444
LINE096,LOCATION4,6,115,6115,30,3,96,617
LINE262,LOCATION4,7,115,7115,30,4,103,1007
LINE197,LOCATION4,8,115,8115,30,5,162,512
LINE072,LOCATION4,9,115,9115,30,6,169,639
LINE152,LOCATION4,10,115,10115,30,7,228,919
CHECK03,LOCATION4,11,115,11115,30,8,235,1548
LINE012,LOCATION4,12,115,12115,30,9,294,974
LINE254,LOCATION4,13,115,13115,30,10,301,879
LINE277,LOCATION4,4,116,4116,31,1,31,846
CHECK01,LOCATION4,5,116,5116,31,2,36,968
LINE055,LOCATION4,6,116,6116,31,3,97,1009
CHECK04,LOCATION4,7,116,7116,31,4,102,934
LINE051,LOCATION4,8,116,8116,31,5,163,634
LINE110,LOCATION4,9,116,9116,31,6,168,710
LINE086,LOCATION4,10,116,10116,31,7,229,982
LINE255,LOCATION4,11,116,11116,31,8,234,783
LINE065,LOCATION4,12,116,12116,31,9,295,914
LINE070,LOCATION4,13,116,13116,31,10,300,928
LINE260,LOCATION4,4,117,4117,32,1,32,964
LINE268,LOCATION4,5,117,5117,32,2,35,562
LINE251,LOCATION4,6,117,6117,32,3,98,484
LINE085,LOCATION4,7,117,7117,32,4,101,814
LINE156,LOCATION4,8,117,8117,32,5,164,738
LINE061,LOCATION4,9,117,9117,32,6,167,745
CHECK01,LOCATION4,10,117,10117,32,7,230,986
LINE230,LOCATION4,11,117,11117,32,8,233,1075
LINE155,LOCATION4,12,117,12117,32,9,296,656
LINE176,LOCATION4,13,117,13117,32,10,299,870
LINE183,LOCATION4,4,118,4118,33,1,33,857
LINE005,LOCATION4,5,118,5118,33,2,34,732
LINE148,LOCATION4,6,118,6118,33,3,99,857
LINE017,LOCATION4,7,118,7118,33,4,100,1150
LINE159,LOCATION4,8,118,8118,33,5,165,572
LINE013,LOCATION4,9,118,9118,33,6,166,922
LINE274,LOCATION4,10,118,10118,33,7,231,776
LINE233,LOCATION4,11,118,11118,33,8,232,763
LINE208,LOCATION4,12,118,12118,33,9,297,484
LINE131,LOCATION4,13,118,13118,33,10,298,1030
LINE070,LOCATION5,2,170,2170,1,1,1,1142
LINE273,LOCATION5,3,170,3170,1,2,66,973
LINE046,LOCATION5,4,170,4170,1,3,67,945
LINE109,LOCATION5,5,170,5170,1,4,132,843
LINE242,LOCATION5,6,170,6170,1,5,133,780
LINE278,LOCATION5,7,170,7170,1,6,198,1316
LINE076,LOCATION5,8,170,8170,1,7,199,952
LINE270,LOCATION5,9,170,9170,1,8,264,855
LINE192,LOCATION5,10,170,10170,1,9,265,1305
LINE028,LOCATION5,11,170,11170,1,10,330,928
LINE233,LOCATION5,2,171,2171,2,1,2,846
LINE036,LOCATION5,3,171,3171,2,2,65,844
LINE064,LOCATION5,4,171,4171,2,3,68,1083
LINE198,LOCATION5,5,171,5171,2,4,131,1288
LINE262,LOCATION5,6,171,6171,2,5,134,961
LINE267,LOCATION5,7,171,7171,2,6,197,685
LINE153,LOCATION5,8,171,8171,2,7,200,1026
LINE030,LOCATION5,9,171,9171,2,8,263,1030
LINE286,LOCATION5,10,171,10171,2,9,266,946
LINE169,LOCATION5,11,171,11171,2,10,329,771
LINE264,LOCATION5,2,172,2172,3,1,3,802
LINE261,LOCATION5,3,172,3172,3,2,64,1032
LINE072,LOCATION5,4,172,4172,3,3,69,880
LINE291,LOCATION5,5,172,5172,3,4,130,1101
CHECK04,LOCATION5,6,172,6172,3,5,135,1303
LINE137,LOCATION5,7,172,7172,3,6,196,1072
LINE266,LOCATION5,8,172,8172,3,7,201,674
LINE194,LOCATION5,9,172,9172,3,8,262,1370
LINE209,LOCATION5,10,172,10172,3,9,267,990
LINE187,LOCATION5,11,172,11172,3,10,328,1019
LINE243,LOCATION5,2,173,2173,4,1,4,970
LINE044,LOCATION5,3,173,3173,4,2,63,789
LINE077,LOCATION5,4,173,4173,4,3,70,1005
CHECK04,LOCATION5,5,173,5173,4,4,129,1228
LINE018,LOCATION5,6,173,6173,4,5,136,1033
LINE220,LOCATION5,7,173,7173,4,6,195,796
LINE083,LOCATION5,8,173,8173,4,7,202,880
LINE033,LOCATION5,9,173,9173,4,8,261,1189
LINE098,LOCATION5,10,173,10173,4,9,268,922
CHECK04,LOCATION5,11,173,11173,4,10,327,1195
LINE240,LOCATION5,2,174,2174,5,1,5,929
LINE003,LOCATION5,3,174,3174,5,2,62,792
LINE086,LOCATION5,4,174,4174,5,3,71,1211
CHECK03,LOCATION5,5,174,5174,5,4,128,1594
LINE029,LOCATION5,6,174,6174,5,5,137,911
LINE058,LOCATION5,7,174,7174,5,6,194,900
LINE148,LOCATION5,8,174,8174,5,7,203,1009
LINE118,LOCATION5,9,174,9174,5,8,260,1483
LINE225,LOCATION5,10,174,10174,5,9,269,904
LINE087,LOCATION5,11,174,11174,5,10,326,1172
LINE274,LOCATION5,2,175,2175,6,1,6,1009
LINE269,LOCATION5,3,175,3175,6,2,61,586
LINE135,LOCATION5,4,175,4175,6,3,72,1043
LINE178,LOCATION5,5,175,5175,6,4,127,917
LINE230,LOCATION5,6,175,6175,6,5,138,1099
LINE066,LOCATION5,7,175,7175,6,6,193,891
LINE116,LOCATION5,8,175,8175,6,7,204,973
LINE181,LOCATION5,9,175,9175,6,8,259,1080
CHECK03,LOCATION5,10,175,10175,6,9,270,1589
LINE200,LOCATION5,11,175,11175,6,10,325,903
LINE196,LOCATION5,2,176,2176,7,1,7,1176
LINE131,LOCATION5,3,176,3176,7,2,60,981
CHECK04,LOCATION5,4,176,4176,7,3,73,1291
LINE199,LOCATION5,5,176,5176,7,4,126,1181
LINE201,LOCATION5,6,176,6176,7,5,139,887
LINE039,LOCATION5,7,176,7176,7,6,192,1371
LINE275,LOCATION5,8,176,8176,7,7,205,1111
LINE239,LOCATION5,9,176,9176,7,8,258,1132
LINE224,LOCATION5,10,176,10176,7,9,271,905
LINE182,LOCATION5,11,176,11176,7,10,324,1269
LINE096,LOCATION5,2,177,2177,8,1,8,706
LINE260,LOCATION5,3,177,3177,8,2,59,1159
LINE060,LOCATION5,4,177,4177,8,3,74,998
LINE229,LOCATION5,5,177,5177,8,4,125,1215
LINE207,LOCATION5,6,177,6177,8,5,140,942
LINE190,LOCATION5,7,177,7177,8,6,191,1222
LINE106,LOCATION5,8,177,8177,8,7,206,905
CHECK04,LOCATION5,9,177,9177,8,8,257,1347
LINE154,LOCATION5,10,177,10177,8,9,272,982
LINE159,LOCATION5,11,177,11177,8,10,323,929
LINE103,LOCATION5,2,178,2178,9,1,9,823
CHECK02,LOCATION5,3,178,3178,9,2,58,1453
LINE019,LOCATION5,4,178,4178,9,3,75,1099
CHECK04,LOCATION5,5,178,5178,9,4,124,1235
LINE040,LOCATION5,6,178,6178,9,5,141,1294
LINE141,LOCATION5,7,178,7178,9,6,190,1005
LINE027,LOCATION5,8,178,8178,9,7,207,1036
LINE114,LOCATION5,9,178,9178,9,8,256,916
LINE157,LOCATION5,10,178,10178,9,9,273,745
LINE014,LOCATION5,11,178,11178,9,10,322,1035
LINE095,LOCATION5,2,179,2179,10,1,10,580
LINE009,LOCATION5,3,179,3179,10,2,57,874
LINE132,LOCATION5,4,179,4179,10,3,76,854
LINE185,LOCATION5,5,179,5179,10,4,123,867
LINE221,LOCATION5,6,179,6179,10,5,142,720
LINE174,LOCATION5,7,179,7179,10,6,189,721
CHECK02,LOCATION5,8,179,8179,10,7,208,1533
LINE161,LOCATION5,9,179,9179,10,8,255,1014
LINE232,LOCATION5,10,179,10179,10,9,274,1129
LINE001,LOCATION5,11,179,11179,10,10,321,904
CHECK04,LOCATION5,2,180,2180,11,1,11,1280
LINE130,LOCATION5,3,180,3180,11,2,56,1080
LINE023,LOCATION5,4,180,4180,11,3,77,1093
LINE139,LOCATION5,5,180,5180,11,4,122,1001
LINE179,LOCATION5,6,180,6180,11,5,143,891
LINE276,LOCATION5,7,180,7180,11,6,188,1201
LINE202,LOCATION5,8,180,8180,11,7,209,945
LINE184,LOCATION5,9,180,9180,11,8,254,1269
LINE124,LOCATION5,10,180,10180,11,9,275,951
LINE099,LOCATION5,11,180,11180,11,10,320,1019
LINE097,LOCATION5,2,181,2181,12,1,12,690
LINE158,LOCATION5,3,181,3181,12,2,55,752
LINE282,LOCATION5,4,181,4181,12,3,78,1057
LINE034,LOCATION5,5,181,5181,12,4,121,1062
LINE226,LOCATION5,6,181,6181,12,5,144,954
CHECK04,LOCATION5,7,181,7181,12,6,187,1317
LINE115,LOCATION5,8,181,8181,12,7,210,825
LINE177,LOCATION5,9,181,9181,12,8,253,1058
LINE191,LOCATION5,10,181,10181,12,9,276,1322
LINE150,LOCATION5,11,181,11181,12,10,319,922
LINE172,LOCATION5,2,182,2182,13,1,13,1063
LINE231,LOCATION5,3,182,3182,13,2,54,1226
LINE289,LOCATION5,4,182,4182,13,3,79,1184
LINE197,LOCATION5,5,182,5182,13,4,120,1281
LINE236,LOCATION5,6,182,6182,13,5,145,1088
LINE075,LOCATION5,7,182,7182,13,6,186,1133
LINE121,LOCATION5,8,182,8182,13,7,211,1320
LINE146,LOCATION5,9,182,9182,13,8,252,1235
LINE147,LOCATION5,10,182,10182,13,9,277,986
LINE129,LOCATION5,11,182,11182,13,10,318,1268
LINE015,LOCATION5,2,183,2183,14,1,14,1165
LINE133,LOCATION5,3,183,3183,14,2,53,859
LINE149,LOCATION5,4,183,4183,14,3,80,956
CHECK04,LOCATION5,5,183,5183,14,4,119,1129
CHECK02,LOCATION5,6,183,6183,14,5,146,1574
LINE012,LOCATION5,7,183,7183,14,6,185,1052
LINE151,LOCATION5,8,183,8183,14,7,212,945
LINE299,LOCATION5,9,183,9183,14,8,251,970
LINE043,LOCATION5,10,183,10183,14,9,278,631
LINE013,LOCATION5,11,183,11183,14,10,317,1266
CHECK04,LOCATION5,2,184,2184,15,1,15,1327
LINE011,LOCATION5,3,184,3184,15,2,52,1065
LINE248,LOCATION5,4,184,4184,15,3,81,995
LINE222,LOCATION5,5,184,5184,15,4,118,1275
LINE156,LOCATION5,6,184,6184,15,5,147,875
LINE183,LOCATION5,7,184,7184,15,6,184,1299
LINE152,LOCATION5,8,184,8184,15,7,213,1086
LINE206,LOCATION5,9,184,9184,15,8,250,1201
LINE257,LOCATION5,10,184,10184,15,9,279,1187
CHECK02,LOCATION5,11,184,11184,15,10,316,1701
LINE069,LOCATION5,2,185,2185,16,1,16,1108
LINE113,LOCATION5,3,185,3185,16,2,51,1200
LINE120,LOCATION5,4,185,4185,16,3,82,1327
CHECK04,LOCATION5,5,185,5185,16,4,117,1286
LINE300,LOCATION5,6,185,6185,16,5,148,1113
LINE277,LOCATION5,7,185,7185,16,6,183,1159
LINE211,LOCATION5,8,185,8185,16,7,214,994
LINE038,LOCATION5,9,185,9185,16,8,249,1412
LINE084,LOCATION5,10,185,10185,16,9,280,1099
LINE048,LOCATION5,11,185,11185,16,10,315,1317
LINE008,LOCATION5,2,186,2186,17,1,17,1277
LINE263,LOCATION5,3,186,3186,17,2,50,1108
LINE140,LOCATION5,4,186,4186,17,3,83,1132
LINE144,LOCATION5,5,186,5186,17,4,116,986
LINE122,LOCATION5,6,186,6186,17,5,149,1302
LINE258,LOCATION5,7,186,7186,17,6,182,1217
LINE145,LOCATION5,8,186,8186,17,7,215,773
LINE162,LOCATION5,9,186,9186,17,8,248,1036
CHECK04,LOCATION5,10,186,10186,17,9,281,1342
LINE297,LOCATION5,11,186,11186,17,10,314,1085
LINE294,LOCATION5,2,187,2187,18,1,18,1335
LINE035,LOCATION5,3,187,3187,18,2,49,1163
CHECK01,LOCATION5,4,187,4187,18,3,84,1199
LINE138,LOCATION5,5,187,5187,18,4,115,1039
LINE105,LOCATION5,6,187,6187,18,5,150,830
LINE004,LOCATION5,7,187,7187,18,6,181,839
LINE093,LOCATION5,8,187,8187,18,7,216,941
LINE167,LOCATION5,9,187,9187,18,8,247,1044
LINE285,LOCATION5,10,187,10187,18,9,282,1247
LINE173,LOCATION5,11,187,11187,18,10,313,1092
LINE292,LOCATION5,2,188,2188,19,1,19,903
LINE032,LOCATION5,3,188,3188,19,2,48,1063
CHECK04,LOCATION5,4,188,4188,19,3,85,1234
CHECK04,LOCATION5,5,188,5188,19,4,114,1261
LINE107,LOCATION5,6,188,6188,19,5,151,920
LINE052,LOCATION5,7,188,7188,19,6,180,779
LINE073,LOCATION5,8,188,8188,19,7,217,1105
CHECK01,LOCATION5,9,188,9188,19,8,246,1367
LINE016,LOCATION5,10,188,10188,19,9,283,838
LINE188,LOCATION5,11,188,11188,19,10,312,1060
LINE049,LOCATION5,2,189,2189,20,1,20,1054
CHECK03,LOCATION5,3,189,3189,20,2,47,1593
LINE279,LOCATION5,4,189,4189,20,3,86,1163
LINE176,LOCATION5,5,189,5189,20,4,113,1089
LINE126,LOCATION5,6,189,6189,20,5,152,968
LINE254,LOCATION5,7,189,7189,20,6,179,1019
LINE180,LOCATION5,8,189,8189,20,7,218,1169
LINE050,LOCATION5,9,189,9189,20,8,245,898
LINE164,LOCATION5,10,189,10189,20,9,284,947
LINE022,LOCATION5,11,189,11189,20,10,311,1077
LINE007,LOCATION5,2,190,2190,21,1,21,1162
LINE251,LOCATION5,3,190,3190,21,2,46,917
LINE082,LOCATION5,4,190,4190,21,3,87,890
LINE108,LOCATION5,5,190,5190,21,4,112,823
LINE193,LOCATION5,6,190,6190,21,5,153,1241
LINE215,LOCATION5,7,190,7190,21,6,178,1015
CHECK04,LOCATION5,8,190,8190,21,7,219,1186
LINE143,LOCATION5,9,190,9190,21,8,244,1098
LINE171,LOCATION5,10,190,10190,21,9,285,909
LINE271,LOCATION5,11,190,11190,21,10,310,1101
LINE079,LOCATION5,2,191,2191,22,1,22,922
LINE100,LOCATION5,3,191,3191,22,2,45,806
LINE111,LOCATION5,4,191,4191,22,3,88,829
LINE298,LOCATION5,5,191,5191,22,4,111,813
LINE165,LOCATION5,6,191,6191,22,5,154,983
LINE163,LOCATION5,7,191,7191,22,6,177,881
LINE031,LOCATION5,8,191,8191,22,7,220,897
LINE170,LOCATION5,9,191,9191,22,8,243,889
LINE053,LOCATION5,10,191,10191,22,9,286,758
LINE246,LOCATION5,11,191,11191,22,10,309,828
LINE002,LOCATION5,2,192,2192,23,1,23,1062
LINE155,LOCATION5,3,192,3192,23,2,44,924
LINE166,LOCATION5,4,192,4192,23,3,89,679
LINE293,LOCATION5,5,192,5192,23,4,110,789
LINE071,LOCATION5,6,192,6192,23,5,155,955
CHECK03,LOCATION5,7,192,7192,23,6,176,1339
LINE217,LOCATION5,8,192,8192,23,7,221,750
LINE078,LOCATION5,9,192,9192,23,8,242,958
LINE123,LOCATION5,10,192,10192,23,9,287,1172
LINE168,LOCATION5,11,192,11192,23,10,308,641
LINE255,LOCATION5,2,193,2193,24,1,24,1153
LINE250,LOCATION5,3,193,3193,24,2,43,885
LINE205,LOCATION5,4,193,4193,24,3,90,917
LINE213,LOCATION5,5,193,5193,24,4,109,838
LINE127,LOCATION5,6,193,6193,24,5,156,851
LINE125,LOCATION5,7,193,7193,24,6,175,915
LINE284,LOCATION5,8,193,8193,24,7,222,999
LINE055,LOCATION5,9,193,9193,24,8,241,1259
LINE290,LOCATION5,10,193,10193,24,9,288,986
LINE020,LOCATION5,11,193,11193,24,10,307,1011
LINE208,LOCATION5,2,194,2194,25,1,25,897
LINE203,LOCATION5,3,194,3194,25,2,42,793
LINE067,LOCATION5,4,194,4194,25,3,91,751
LINE112,LOCATION5,5,194,5194,25,4,108,995
CHECK01,LOCATION5,6,194,6194,25,5,157,1178
LINE021,LOCATION5,7,194,7194,25,6,174,941
LINE045,LOCATION5,8,194,8194,25,7,223,980
LINE175,LOCATION5,9,194,9194,25,8,240,872
LINE042,LOCATION5,10,194,10194,25,9,289,1193
LINE268,LOCATION5,11,194,11194,25,10,306,746
LINE024,LOCATION5,2,195,2195,26,1,26,969
LINE244,LOCATION5,3,195,3195,26,2,41,887
LINE057,LOCATION5,4,195,4195,26,3,92,866
LINE094,LOCATION5,5,195,5195,26,4,107,758
LINE081,LOCATION5,6,195,6195,26,5,158,878
LINE062,LOCATION5,7,195,7195,26,6,173,841
LINE128,LOCATION5,8,195,8195,26,7,224,1143
LINE102,LOCATION5,9,195,9195,26,8,239,887
LINE283,LOCATION5,10,195,10195,26,9,290,1071
CHECK01,LOCATION5,11,195,11195,26,10,305,1309
LINE142,LOCATION5,2,196,2196,27,1,27,903
LINE280,LOCATION5,3,196,3196,27,2,40,1219
LINE090,LOCATION5,4,196,4196,27,3,93,1200
CHECK02,LOCATION5,5,196,5196,27,4,106,1548
LINE104,LOCATION5,6,196,6196,27,5,159,904
LINE026,LOCATION5,7,196,7196,27,6,172,1078
LINE272,LOCATION5,8,196,8196,27,7,225,1027
LINE245,LOCATION5,9,196,9196,27,8,238,1020
LINE252,LOCATION5,10,196,10196,27,9,291,1243
LINE025,LOCATION5,11,196,11196,27,10,304,1144
LINE056,LOCATION5,2,197,2197,28,1,28,1156
LINE219,LOCATION5,3,197,3197,28,2,39,756
LINE253,LOCATION5,4,197,4197,28,3,94,1045
LINE237,LOCATION5,5,197,5197,28,4,105,710
LINE216,LOCATION5,6,197,6197,28,5,160,759
LINE110,LOCATION5,7,197,7197,28,6,171,1046
LINE092,LOCATION5,8,197,8197,28,7,226,1097
LINE047,LOCATION5,9,197,9197,28,8,237,1048
CHECK02,LOCATION5,10,197,10197,28,9,292,1527
LINE005,LOCATION5,11,197,11197,28,10,303,906
LINE063,LOCATION5,2,198,2198,29,1,29,1144
LINE265,LOCATION5,3,198,3198,29,2,38,804
CHECK04,LOCATION5,4,198,4198,29,3,95,1010
LINE238,LOCATION5,5,198,5198,29,4,104,848
LINE259,LOCATION5,6,198,6198,29,5,161,1023
LINE117,LOCATION5,7,198,7198,29,6,170,1142
LINE186,LOCATION5,8,198,8198,29,7,227,1006
LINE017,LOCATION5,9,198,9198,29,8,236,1149
LINE287,LOCATION5,10,198,10198,29,9,293,985
LINE189,LOCATION5,11,198,11198,29,10,302,1052
LINE134,LOCATION5,2,199,2199,30,1,30,913
LINE228,LOCATION5,3,199,3199,30,2,37,934
LINE256,LOCATION5,4,199,4199,30,3,96,934
LINE281,LOCATION5,5,199,5199,30,4,103,1006
LINE054,LOCATION5,6,199,6199,30,5,162,939
LINE247,LOCATION5,7,199,7199,30,6,169,771
LINE223,LOCATION5,8,199,8199,30,7,228,990
CHECK03,LOCATION5,9,199,9199,30,8,235,1353
LINE212,LOCATION5,10,199,10199,30,9,294,874
LINE059,LOCATION5,11,199,11199,30,10,301,761
LINE006,LOCATION5,2,200,2200,31,1,31,945
CHECK01,LOCATION5,3,200,3200,31,2,36,1275
LINE218,LOCATION5,4,200,4200,31,3,97,793
LINE195,LOCATION5,5,200,5200,31,4,102,1046
LINE241,LOCATION5,6,200,6200,31,5,163,830
LINE088,LOCATION5,7,200,7200,31,6,168,1090
LINE235,LOCATION5,8,200,8200,31,7,229,1045
LINE210,LOCATION5,9,200,9200,31,8,234,842
LINE089,LOCATION5,10,200,10200,31,9,295,1027
LINE249,LOCATION5,11,200,11200,31,10,300,835
LINE119,LOCATION5,2,201,2201,32,1,32,1450
LINE136,LOCATION5,3,201,3201,32,2,35,1009
LINE101,LOCATION5,4,201,4201,32,3,98,699
LINE234,LOCATION5,5,201,5201,32,4,101,802
LINE227,LOCATION5,6,201,6201,32,5,164,1019
LINE085,LOCATION5,7,201,7201,32,6,167,1111
CHECK01,LOCATION5,8,201,8201,32,7,230,1280
LINE061,LOCATION5,9,201,9201,32,8,233,836
LINE068,LOCATION5,10,201,10201,32,9,296,971
