GERMPLASM,LOCATION,RANGE,ROW,RANGEROW,LOCAL_ROW,LOCAL_RANGE,PLOT,YIELD
LINE096,LOCATION7,34,91,34091,17,3,83,
LINE122,LOCATION7,35,91,35091,17,4,116,
LINE021,LOCATION7,36,91,36091,17,5,149,
LINE171,LOCATION7,37,91,37091,17,6,182,
LINE218,LOCATION7,38,91,38091,17,7,215,1116.08
LINE033,LOCATION7,39,91,39091,17,8,248,
CHECK04,LOCATION7,40,91,40091,17,9,281,
LINE183,LOCATION7,41,91,41091,17,10,314,1977.66
LINE013,LOCATION7,32,93,32093,18,1,18,
LINE120,LOCATION7,33,93,33093,18,2,49,
CHECK01,LOCATION7,34,93,34093,18,3,84,
LINE279,LOCATION7,35,93,35093,18,4,115,
LINE072,LOCATION7,36,93,36093,18,5,150,
LINE066,LOCATION7,37,93,37093,18,6,181,
LINE135,LOCATION7,38,93,38093,18,7,216,
LINE129,LOCATION7,39,93,39093,18,8,247,
LINE011,LOCATION7,40,93,40093,18,9,282,1622.44
LINE209,LOCATION7,41,93,41093,18,10,313,
LINE257,LOCATION7,32,95,32095,19,1,19,
LINE114,LOCATION7,33,95,33095,19,2,48,
LINE212,LOCATION7,34,95,34095,19,3,85,
LINE062,LOCATION7,35,95,35095,19,4,114,
LINE192,LOCATION7,36,95,36095,19,5,151,
LINE020,LOCATION7,37,95,37095,19,6,180,
LINE265,LOCATION7,38,95,38095,19,7,217,
CHECK01,LOCATION7,39,95,39095,19,8,246,
LINE240,LOCATION7,40,95,40095,19,9,283,
LINE080,LOCATION7,41,95,41095,19,10,312,
LINE178,LOCATION7,32,97,32097,20,1,20,
CHECK03,LOCATION7,33,97,33097,20,2,47,2070.07
LINE250,LOCATION7,34,97,34097,20,3,86,1642.94
LINE253,LOCATION7,35,97,35097,20,4,113,
LINE169,LOCATION7,36,97,36097,20,5,152,
LINE027,LOCATION7,37,97,37097,20,6,179,
LINE288,LOCATION7,38,97,38097,20,7,218,
LINE112,LOCATION7,39,97,39097,20,8,245,2069.84
LINE108,LOCATION7,40,97,40097,20,9,284,1721.79
LINE264,LOCATION7,41,97,41097,20,10,311,
LINE217,LOCATION7,32,99,32099,21,1,21,
LINE261,LOCATION7,33,99,33099,21,2,46,
LINE177,LOCATION7,34,99,34099,21,3,87,
LINE181,LOCATION7,35,99,35099,21,4,112,1401.24
LINE087,LOCATION7,36,99,36099,21,5,153,
LINE277,LOCATION7,37,99,37099,21,6,178,1515
CHECK04,LOCATION7,38,99,38099,21,7,219,
LINE121,LOCATION7,39,99,39099,21,8,244,
LINE034,LOCATION7,40,99,40099,21,9,285,
LINE104,LOCATION7,41,99,41099,21,10,310,1290.65
LINE041,LOCATION7,32,101,32101,22,1,22,
LINE039,LOCATION7,33,101,33101,22,2,45,1939.24
LINE152,LOCATION7,34,101,34101,22,3,88,
LINE275,LOCATION7,35,101,35101,22,4,111,
LINE190,LOCATION7,36,101,36101,22,5,154,
LINE233,LOCATION7,37,101,37101,22,6,177,
LINE274,LOCATION7,38,101,38101,22,7,220,1289.82
LINE273,LOCATION7,39,101,39101,22,8,243,1446.06
LINE148,LOCATION7,40,101,40101,22,9,286,
CHECK04,LOCATION7,41,101,41101,22,10,309,
LINE101,LOCATION7,32,103,32103,23,1,23,
LINE009,LOCATION7,33,103,33103,23,2,44,
LINE049,LOCATION7,34,103,34103,23,3,89,
LINE182,LOCATION7,35,103,35103,23,4,110,
LINE035,LOCATION7,36,103,36103,23,5,155,
CHECK03,LOCATION7,37,103,37103,23,6,176,1336.13
LINE097,LOCATION7,38,103,38103,23,7,221,
LINE155,LOCATION7,39,103,39103,23,8,242,1171.59
LINE176,LOCATION7,40,103,40103,23,9,287,1671.19
LINE158,LOCATION7,41,103,41103,23,10,308,1719.45
LINE297,LOCATION7,32,105,32105,24,1,24,1761.2
LINE105,LOCATION7,33,105,33105,24,2,43,
LINE231,LOCATION7,34,105,34105,24,3,90,931.01
LINE007,LOCATION7,35,105,35105,24,4,109,
LINE059,LOCATION7,36,105,36105,24,5,156,
LINE103,LOCATION7,37,105,37105,24,6,175,
LINE077,LOCATION7,38,105,38105,24,7,222,
LINE139,LOCATION7,39,105,39105,24,8,241,
LINE154,LOCATION7,40,105,40105,24,9,288,
LINE138,LOCATION7,41,105,41105,24,10,307,
LINE107,LOCATION7,32,107,32107,25,1,25,
LINE167,LOCATION7,33,107,33107,25,2,42,1008.67
LINE284,LOCATION7,34,107,34107,25,3,91,
LINE055,LOCATION7,35,107,35107,25,4,108,
CHECK01,LOCATION7,36,107,36107,25,5,157,
LINE026,LOCATION7,37,107,37107,25,6,174,
LINE098,LOCATION7,38,107,38107,25,7,223,
LINE258,LOCATION7,39,107,39107,25,8,240,1180.97
LINE194,LOCATION7,40,107,40107,25,9,289,
LINE028,LOCATION7,41,107,41107,25,10,306,
LINE236,LOCATION7,32,109,32109,26,1,26,
LINE053,LOCATION7,33,109,33109,26,2,41,
CHECK04,LOCATION7,34,109,34109,26,3,92,
LINE235,LOCATION7,35,109,35109,26,4,107,
LINE174,LOCATION7,36,109,36109,26,5,158,
LINE010,LOCATION7,37,109,37109,26,6,173,
LINE270,LOCATION7,38,109,38109,26,7,224,
LINE131,LOCATION7,39,109,39109,26,8,239,
LINE134,LOCATION7,40,109,40109,26,9,290,
CHECK01,LOCATION7,41,109,41109,26,10,305,1614.66
LINE048,LOCATION7,32,111,32111,27,1,27,
LINE246,LOCATION7,33,111,33111,27,2,40,
LINE262,LOCATION7,34,111,34111,27,3,93,
CHECK02,LOCATION7,35,111,35111,27,4,106,1520.64
LINE161,LOCATION7,36,111,36111,27,5,159,
LINE198,LOCATION7,37,111,37111,27,6,172,1270.99
LINE136,LOCATION7,38,111,38111,27,7,225,
LINE255,LOCATION7,39,111,39111,27,8,238,
LINE149,LOCATION7,40,111,40111,27,9,291,
LINE109,LOCATION7,41,111,41111,27,10,304,
CHECK04,LOCATION7,32,113,32113,28,1,28,
LINE232,LOCATION7,33,113,33113,28,2,39,1146.98
LINE030,LOCATION7,34,113,34113,28,3,94,
LINE047,LOCATION7,35,113,35113,28,4,105,
LINE287,LOCATION7,36,113,36113,28,5,160,1683.11
LINE248,LOCATION7,37,113,37113,28,6,171,
LINE226,LOCATION7,38,113,38113,28,7,226,1383.99
LINE151,LOCATION7,39,113,39113,28,8,237,1296.83
CHECK02,LOCATION7,40,113,40113,28,9,292,2232.12
LINE283,LOCATION7,41,113,41113,28,10,303,
LINE229,LOCATION7,32,115,32115,29,1,29,1716.69
LINE172,LOCATION7,33,115,33115,29,2,38,
CHECK04,LOCATION7,34,115,34115,29,3,95,1588.8
LINE202,LOCATION7,35,115,35115,29,4,104,
LINE123,LOCATION7,36,115,36115,29,5,161,1117.89
LINE071,LOCATION7,37,115,37115,29,6,170,
LINE065,LOCATION7,38,115,38115,29,7,227,
LINE193,LOCATION7,39,115,39115,29,8,236,
LINE213,LOCATION7,40,115,40115,29,9,293,1268.45
LINE200,LOCATION7,41,115,41115,29,10,302,
LINE210,LOCATION7,32,117,32117,30,1,30,
LINE057,LOCATION7,33,117,33117,30,2,37,
LINE115,LOCATION7,34,117,34117,30,3,96,
LINE300,LOCATION7,35,117,35117,30,4,103,
LINE018,LOCATION7,36,117,36117,30,5,162,
LINE063,LOCATION7,37,117,37117,30,6,169,
LINE278,LOCATION7,38,117,38117,30,7,228,1641.17
CHECK03,LOCATION7,39,117,39117,30,8,235,1944.29
LINE116,LOCATION7,40,117,40117,30,9,294,
LINE164,LOCATION7,41,117,41117,30,10,301,1296.82
LINE088,LOCATION7,32,119,32119,31,1,31,
CHECK01,LOCATION7,33,119,33119,31,2,36,1269.42
LINE079,LOCATION7,34,119,34119,31,3,97,943.55
LINE099,LOCATION7,35,119,35119,31,4,102,1045.61
LINE133,LOCATION7,36,119,36119,31,5,163,
LINE038,LOCATION7,37,119,37119,31,6,168,994.74
LINE074,LOCATION7,38,119,38119,31,7,229,
LINE153,LOCATION7,39,119,39119,31,8,234,
LINE110,LOCATION7,40,119,40119,31,9,295,
LINE126,LOCATION7,41,119,41119,31,10,300,
LINE267,LOCATION7,32,121,32121,32,1,32,831.28
LINE005,LOCATION7,33,121,33121,32,2,35,
LINE237,LOCATION7,34,121,34121,32,3,98,
LINE073,LOCATION7,35,121,35121,32,4,101,
LINE281,LOCATION7,36,121,36121,32,5,164,
LINE106,LOCATION7,37,121,37121,32,6,167,
CHECK01,LOCATION7,38,121,38121,32,7,230,994.78
LINE180,LOCATION7,39,121,39121,32,8,233,
LINE019,LOCATION7,40,121,40121,32,9,296,
LINE185,LOCATION7,41,121,41121,32,10,299,
LINE225,LOCATION7,32,123,32123,33,1,33,
LINE289,LOCATION7,33,123,33123,33,2,34,
LINE227,LOCATION7,34,123,34123,33,3,99,
LINE150,LOCATION7,35,123,35123,33,4,100,
LINE159,LOCATION7,36,123,36123,33,5,165,1124.85
LINE117,LOCATION7,37,123,37123,33,6,166,
CHECK04,LOCATION7,38,123,38123,33,7,231,
LINE175,LOCATION7,39,123,39123,33,8,232,
LINE163,LOCATION7,40,123,40123,33,9,297,1430.29
LINE050,LOCATION7,41,123,41123,33,10,298,
